service_id,date,exception_type
29,20200308,1
29,20200309,1
29,20200310,1
29,20200311,1
29,20200312,1
29,20200313,1
29,20200314,1
29,20200315,1
29,20200316,1
29,20200317,1
29,20200318,1
29,20200319,1
29,20200320,1
29,20200321,1
29,20200322,1
29,20200323,1
29,20200324,1
29,20200325,1
29,20200326,1
29,20200327,1
29,20200328,1
29,20200329,1
29,20200330,1
29,20200331,1
29,20200401,1
29,20200402,1
29,20200403,1
29,20200404,1
29,20200405,1
29,20200406,1
29,20200407,1
29,20200408,1
29,20200409,1
29,20200410,1
29,20200411,1
29,20200412,1
29,20200413,1
29,20200414,1
29,20200415,1
29,20200416,1
29,20200417,1
29,20200418,1
29,20200419,1
29,20200420,1
29,20200421,1
29,20200422,1
29,20200423,1
29,20200424,1
29,20200425,1
29,20200426,1
29,20200427,1
29,20200428,1
29,20200429,1
29,20200430,1
29,20200501,1
29,20200502,1
29,20200503,1
29,20200504,1
29,20200505,1
29,20200506,1
29,20200507,1
29,20200508,1
29,20200509,1
29,20200510,1
29,20200511,1
29,20200512,1
29,20200513,1
29,20200514,1
29,20200515,1
29,20200516,1
29,20200517,1
29,20200518,1
29,20200519,1
29,20200520,1
29,20200521,1
29,20200522,1
29,20200523,1
29,20200524,1
29,20200525,1
29,20200526,1
29,20200527,1
29,20200528,1
29,20200529,1
29,20200530,1
29,20200531,1
29,20200601,1
29,20200602,1
29,20200603,1
29,20200604,1
29,20200605,1
29,20200606,1
29,20200607,1
29,20200608,1
29,20200609,1
29,20200610,1
29,20200611,1
29,20200612,1
29,20200613,1
29,20200614,1
30,20191128,1
30,20191129,1
30,20191130,1
30,20191201,1
30,20191202,1
30,20191203,1
30,20191204,1
30,20191205,1
30,20191206,1
30,20191207,1
30,20191208,1
30,20191209,1
30,20191210,1
30,20191211,1
30,20191212,1
30,20191213,1
30,20191214,1
30,20191216,1
30,20191217,1
30,20191218,1
30,20191219,1
30,20191220,1
30,20191223,1
30,20191227,1
30,20191230,1
30,20200102,1
30,20200103,1
30,20200107,1
30,20200108,1
30,20200109,1
30,20200110,1
30,20200113,1
30,20200114,1
30,20200115,1
30,20200116,1
30,20200117,1
30,20200120,1
30,20200121,1
30,20200122,1
30,20200123,1
30,20200124,1
30,20200127,1
30,20200128,1
30,20200129,1
30,20200130,1
30,20200131,1
30,20200203,1
30,20200204,1
30,20200205,1
30,20200206,1
30,20200207,1
30,20200210,1
30,20200211,1
30,20200212,1
30,20200213,1
30,20200214,1
30,20200217,1
30,20200218,1
30,20200219,1
30,20200220,1
30,20200221,1
30,20200224,1
30,20200225,1
30,20200226,1
30,20200227,1
30,20200228,1
30,20200302,1
30,20200303,1
30,20200304,1
30,20200305,1
30,20200306,1
30,20200309,1
30,20200310,1
30,20200311,1
30,20200312,1
30,20200313,1
30,20200316,1
30,20200317,1
30,20200318,1
30,20200319,1
30,20200320,1
30,20200323,1
30,20200324,1
30,20200325,1
30,20200326,1
30,20200327,1
30,20200330,1
30,20200331,1
30,20200401,1
30,20200402,1
30,20200403,1
30,20200406,1
30,20200407,1
30,20200408,1
30,20200409,1
30,20200410,1
30,20200413,1
30,20200414,1
30,20200415,1
30,20200416,1
30,20200417,1
30,20200420,1
30,20200421,1
30,20200422,1
30,20200423,1
30,20200424,1
30,20200427,1
30,20200428,1
30,20200429,1
30,20200430,1
30,20200501,1
30,20200504,1
30,20200505,1
30,20200506,1
30,20200507,1
30,20200508,1
30,20200511,1
30,20200512,1
30,20200513,1
30,20200514,1
30,20200515,1
30,20200518,1
30,20200519,1
30,20200520,1
30,20200521,1
30,20200522,1
30,20200525,1
30,20200526,1
30,20200527,1
30,20200528,1
30,20200529,1
30,20200601,1
30,20200602,1
30,20200603,1
30,20200604,1
30,20200605,1
30,20200608,1
30,20200609,1
30,20200610,1
30,20200611,1
30,20200612,1
31,20191202,1
31,20191209,1
32,20191130,1
32,20191201,1
32,20191207,1
32,20191208,1
32,20191214,1
32,20191215,1
32,20191216,1
32,20191217,1
32,20191218,1
32,20191219,1
32,20191220,1
32,20191221,1
32,20191222,1
32,20191223,1
32,20191224,1
32,20191225,1
32,20191226,1
32,20191227,1
32,20191228,1
32,20191229,1
32,20191230,1
32,20191231,1
32,20200101,1
32,20200102,1
32,20200103,1
32,20200104,1
32,20200105,1
32,20200106,1
32,20200107,1
32,20200108,1
32,20200109,1
32,20200110,1
32,20200111,1
32,20200112,1
32,20200113,1
32,20200114,1
32,20200115,1
32,20200116,1
32,20200117,1
32,20200118,1
32,20200119,1
32,20200120,1
32,20200121,1
32,20200122,1
32,20200123,1
32,20200124,1
32,20200125,1
32,20200126,1
32,20200127,1
32,20200128,1
32,20200129,1
32,20200130,1
32,20200131,1
32,20200201,1
32,20200202,1
32,20200203,1
32,20200204,1
32,20200205,1
32,20200206,1
32,20200207,1
32,20200208,1
32,20200209,1
32,20200210,1
32,20200211,1
32,20200212,1
32,20200213,1
32,20200214,1
32,20200215,1
32,20200216,1
32,20200217,1
32,20200218,1
32,20200219,1
32,20200220,1
32,20200221,1
32,20200222,1
32,20200223,1
32,20200224,1
32,20200225,1
32,20200226,1
32,20200227,1
32,20200228,1
32,20200229,1
32,20200301,1
32,20200302,1
32,20200303,1
32,20200304,1
32,20200305,1
32,20200306,1
32,20200307,1
32,20200308,1
32,20200309,1
32,20200310,1
32,20200311,1
32,20200312,1
32,20200313,1
32,20200314,1
32,20200315,1
32,20200316,1
32,20200317,1
32,20200318,1
32,20200319,1
32,20200320,1
32,20200321,1
32,20200322,1
32,20200323,1
32,20200324,1
32,20200325,1
32,20200326,1
32,20200327,1
32,20200328,1
32,20200329,1
32,20200330,1
32,20200331,1
32,20200401,1
32,20200402,1
32,20200403,1
32,20200404,1
32,20200405,1
32,20200406,1
32,20200407,1
32,20200408,1
32,20200409,1
32,20200410,1
32,20200411,1
32,20200412,1
32,20200413,1
32,20200414,1
32,20200415,1
32,20200416,1
32,20200417,1
32,20200418,1
32,20200419,1
32,20200420,1
32,20200421,1
32,20200422,1
32,20200423,1
32,20200424,1
32,20200425,1
32,20200426,1
32,20200427,1
32,20200428,1
32,20200429,1
32,20200430,1
32,20200501,1
32,20200502,1
32,20200503,1
32,20200504,1
32,20200505,1
32,20200506,1
32,20200507,1
32,20200508,1
32,20200509,1
32,20200510,1
32,20200511,1
32,20200512,1
32,20200513,1
32,20200514,1
32,20200515,1
32,20200516,1
32,20200517,1
32,20200518,1
32,20200519,1
32,20200520,1
32,20200521,1
32,20200522,1
32,20200523,1
32,20200524,1
32,20200525,1
32,20200526,1
32,20200527,1
32,20200528,1
32,20200529,1
32,20200530,1
32,20200531,1
32,20200601,1
32,20200602,1
32,20200603,1
32,20200604,1
32,20200605,1
32,20200606,1
32,20200607,1
32,20200608,1
32,20200609,1
32,20200610,1
32,20200611,1
32,20200612,1
32,20200613,1
32,20200614,1
33,20191204,1
33,20191211,1
34,20191203,1
34,20191204,1
34,20191210,1
34,20191211,1
35,20191128,1
35,20191129,1
35,20191202,1
35,20191205,1
35,20191206,1
35,20191209,1
35,20191212,1
35,20191213,1
36,20191203,1
36,20191210,1
37,20191128,1
37,20191202,1
37,20191203,1
37,20191204,1
37,20191205,1
37,20191209,1
37,20191210,1
37,20191211,1
37,20191212,1
38,20191128,1
38,20191203,1
38,20191205,1
38,20191210,1
38,20191212,1
39,20191128,1
39,20191202,1
39,20191205,1
39,20191209,1
39,20191212,1
40,20191202,1
40,20191204,1
40,20191209,1
40,20191211,1
41,20191128,1
41,20191202,1
41,20191204,1
41,20191205,1
41,20191209,1
41,20191211,1
41,20191212,1
42,20191128,1
42,20191205,1
42,20191212,1
43,20191128,1
43,20191129,1
43,20191202,1
43,20191204,1
43,20191205,1
43,20191206,1
43,20191209,1
43,20191211,1
43,20191212,1
43,20191213,1
44,20191128,1
44,20191129,1
44,20191202,1
44,20191203,1
44,20191205,1
44,20191206,1
44,20191209,1
44,20191210,1
44,20191212,1
44,20191213,1
45,20191129,1
45,20191203,1
45,20191206,1
45,20191210,1
45,20191213,1
46,20191202,1
46,20191203,1
46,20191209,1
46,20191210,1
47,20191128,1
47,20191129,1
47,20191204,1
47,20191205,1
47,20191206,1
47,20191211,1
47,20191212,1
47,20191213,1
48,20191128,1
48,20191203,1
48,20191204,1
48,20191205,1
48,20191210,1
48,20191211,1
48,20191212,1
49,20191129,1
49,20191202,1
49,20191206,1
49,20191209,1
49,20191213,1
50,20191128,1
50,20191129,1
50,20191205,1
50,20191206,1
50,20191212,1
50,20191213,1
51,20191129,1
51,20191203,1
51,20191204,1
51,20191206,1
51,20191210,1
51,20191211,1
51,20191213,1
52,20191202,1
52,20191203,1
52,20191204,1
52,20191209,1
52,20191210,1
52,20191211,1
53,20191129,1
53,20191202,1
53,20191203,1
53,20191204,1
53,20191206,1
53,20191209,1
53,20191210,1
53,20191211,1
53,20191213,1
54,20191128,1
54,20191202,1
54,20191203,1
54,20191205,1
54,20191209,1
54,20191210,1
54,20191212,1
55,20191129,1
55,20191204,1
55,20191206,1
55,20191211,1
55,20191213,1
56,20191128,1
56,20191129,1
56,20191201,1
56,20191202,1
56,20191203,1
56,20191204,1
56,20191205,1
56,20191206,1
56,20191208,1
56,20191209,1
56,20191210,1
56,20191211,1
56,20191212,1
56,20191213,1
57,20191128,1
57,20191129,1
57,20191203,1
57,20191204,1
57,20191205,1
57,20191206,1
57,20191210,1
57,20191211,1
57,20191212,1
57,20191213,1
